id,source_id,pattern,context,question,right_answer,hallucinated_answer,is_hallucinated
bengali-2401284065373388325-2::factualness,bengali-2401284065373388325-2,factualness,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,বিশ্বের প্রথম কম্পিউটারের নাম ছিল এনিয়াক।,no
bengali-2219441392212686141-0::inference,bengali-2219441392212686141-0,inference,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,ভুবন চিলের বৈজ্ঞানিক নাম সম্ভবত **Accipitridae milvus**।,yes
bengali-2401284065373388325-2::comprehension,bengali-2401284065373388325-2,comprehension,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,এনিয়াক ছিল বিশ্বের প্রথম কম্পিউটার।,yes
bengali-2401284065373388325-2::specificity,bengali-2401284065373388325-2,specificity,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,বিশ্বের প্রথম কম্পিউটারের নাম ছিল সম্ভবত ব্যাবিলনীয় গণনা ফ্রেম।,yes
bengali-2401284065373388325-2::inference,bengali-2401284065373388325-2,inference,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,বিশ্বের প্রথম কম্পিউটারের নাম ছিল **ব্যাবিলন গণনা ফ্রেম**।,yes
bengali--8333329746315209159-0::factualness,bengali--8333329746315209159-0,factualness,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,প্রায় ৭ হাজারের বেশি,yes
bengali--8333329746315209159-0::comprehension,bengali--8333329746315209159-0,comprehension,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা প্রায় ৩২০ জন।,yes
bengali--8333329746315209159-0::inference,bengali--8333329746315209159-0,inference,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা প্রায় ৩২০ জন।,yes
bengali--8333329746315209159-0::specificity,bengali--8333329746315209159-0,specificity,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে কুয়েটে মোট ছাত্রছাত্রীর সংখ্যা ১০ হাজারেরও বেশি।,yes
bengali-4749857637773712091-5::comprehension,bengali-4749857637773712091-5,comprehension,"ফাগ-মো-গ্রু-পা রাজবংশের প্রতিষ্ঠাতা তা'ই-সি-তু-ব্যাং-ছুব-র্গ্যাল-ম্ত্শানের উদ্দেশ্য ছিল ট্যাং রাজবংশের আমলে তিব্বত সাম্রাজ্যের অতীত গৌরব ফিরিয়ে এনে তিব্বতীদের মধ্যে জাতীয়তাবাদী মনোভাব সৃষ্টি করা এবং তিব্বতে মঙ্গোল শাসনের অবসান ঘটানো।[54]:২৬২ তিনি তিব্বত সাম্রাজ্যের মহান সম্রাট স্রোং-ব্ত্সন-স্গাম-পোর প্রশাসনিক ব্যবস্থা ও বিচারব্যবস্থার নীতি গ্রহণ করেন।[55]:৫০৪ তিনি ইউয়ান সাম্রাজ্যের দ্বারা প্রচলিত তিব্বতের তেরোটি প্রশাসনিক বিভাগকে বাতিল করে মধ্য তিব্বতকে বিভিন্ন র্দ্জোং (Wylie: rdzong) বা জেলায় বিভক্ত করেন।[55]:৫০৪র্দ্জোং-দ্পোন (Wylie: rdzong dpon) জেলার প্রধানদের প্রাচীন তিব্বত সাম্রাজ্যের সময়ের রীতিনীতি ও আচার অনুষ্ঠান পালন করতে হত এবং প্রাচীন পোশাক রীতি মেনে চলতে হত।[55]:৫০৪ তা'ই-সি-তু-ব্যাং-ছুব-র্গ্যাল-ম্ত্শান দ্বারা প্রচলিত আইন ব্যবস্থা বিংশ শতাব্দী পর্যন্ত তিব্বতে প্রচলিত ছিল।[56]:৭ ১৩৬৪ খ্রিষ্টাব্দে তা'ই-সি-তু-ব্যাং-ছুব-র্গ্যাল-ম্ত্শানের মৃত্যু হলে তাঁর ভ্রাতুষ্পুত্র 'জাম-দ্ব্যাংস-শা-ক্যা-র্গ্যাল-ম্ত্শান মধ্য তিব্বতের পরবর্তী রাজা হন। তিনি যখন সিংহাসনে বসেন তখন মঙ্গোল ইউয়ান সাম্রাজ্য এতটাই দুর্বল হয়ে পড়েছে, যে তিব্বতের রাজনীতিতে তাঁদের প্রভাব ছিল না বললেই চলে। ১৩৬৫ খ্রিষ্টাব্দে ইউয়ান সম্রাট তোঘোন তেমুর তাঁকে গুশি উপাধি এবং নেদোং অঞ্চলের শাসনভার দান করেন। ১৩৬৮ খ্রিষ্টাব্দে মিং রাজবংশ চীন অধিকার করলে হেঝৌ অঞ্চলের সেনাপতির উপদেশে মিং সম্রাট তাঁকে পুনরায় উপাধি প্রদান করে তাঁর সঙ্গে সুসম্পর্ক বজায় রাখেন।[n 3][58] এরফলে 'জাম-দ্ব্যাংস-শা-ক্যা-র্গ্যাল-ম্ত্শান চীনের হস্তক্ষেপ ব্যতীত নিজের পৃথক শাসনব্যবস্থার অস্তিত্ব বজায় রাখতে সক্ষম হন।[59]:৪৮,৪৯ এই রাজ্যের অপর একজন উল্লেখযোগ্য শাসক গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের রাজত্বকালে তিব্বতে সমৃদ্ধি আসে।[60] ঐ বংশের পূর্ববর্তী রাজারা যেরকম স্দে-স্রিদ উপাধি ধারণ করতেন, তিনি গোং-মা উপাধি ধারণ করেন।[61]:৮৫,৮৬ ১৩৮৮ খ্রিষ্টাব্দে হোংঊ তাঁকে গুশি উপাধি দান করেন এবং দুই রাজবংশের মধ্যে সম্পর্কের উন্নতি ঘটে। গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের রাজত্বকালে দুই দেশের মধ্যে কূটনৈতিক ও বাণিজ্যিক আদান প্রদানও বৃদ্ধি পায়। বিখ্যাত তিব্বতী বৌদ্ধ পন্ডিত ত্সোং-খা-পা-ব্লো-ব্জাং-গ্রাগ্স-পার পৃষ্ঠপোষক ছিলেন। তাঁর অনুদানেই ত্সোং-খা-পা-ব্লো-ব্জাং-গ্রাগ্স-পা ও তাঁর অনুগামীরা দ্গা'-ল্দান বৌদ্ধবিহার নির্মাণ করতে সক্ষম হন।[62] ১৪০৯ খ্রিষ্টাব্দে রাজা লাসা শহরে ত্সোং-খা-পা-ব্লো-ব্জাং-গ্রাগ্স-পাকে লো-গ্সার বা তিব্বতী নববর্ষের দিনে উদযাপন করার জন্য স্মোন-লাম-ছেন-মো নামক উৎসবের সূচনা করতে সহায়তা করেন।[61]:৮৫,৮৬ গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের ভ্রাতা সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শান রিং-স্পুংস-পা নামক গ্ত্সাং অঞ্চলের রিং-স্পুংস এলাকার এক আঞ্চলিক জমিদার পরিবারের দুইজন মহিলাকে বিবাহ করেন এবং তাঁদের গ্রাগ্স-পা-'ব্যুং-গ্নাস এবং কুন-দ্গা'-লেগ্স-পা নামক দুই পুত্রের জন্ম হয়। গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের মৃত্যুর পর যখন মন্ত্রীরা পরবর্তী উত্তরাধিকারী মনোয়নের জন্য ঐকমত্য্যে পৌঁছতে পারছিলেন না, রিং-স্পুংস-পা পরিবারের প্রধান নোর-বু-ব্জাং-পো এই সুযোগে ফাগ-মো-গ্রু-পা রাজবংশের এই গুরুত্বপূর্ণ প্রশ্নে গ্দান-সা-থেল বৌদ্ধবিহারের প্রধানকে সিংহাসনের উত্তরাধিকার নির্বাচনের উপদেশ দেন। প্রধান লামা গ্রাগ্স-পা-'ব্যুং-গ্নাসকে নির্বাচন করেন। যদিও সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শানের সিংহাসনের প্রতি নজর ছিল, কিন্তু তিনি প্রধান লামার নির্বাচন মেনে নেন।[63]:১০৪,১০৫দুই বছর পরে ১৪৩৪ খ্রিষ্টাব্দে গ্দান-সা-থেল বৌদ্ধবিহারের প্রধান লামার মৃত্যু ঘটলে সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শান সিংহাসনের দাবী জানাতে শুরু করেন। এরফলে এক বছর ব্যাপী এক গৃহযুদ্ধের সূচনা হয় ও সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শানকে পালিয়ে যেতে হয় এবং নোর-বু-ব্জাং-পো বিজয়ী হিসেবে উঠে আসেন।[63]:১০৪,১০৫ এবং ১৪৩৫ খ্রিষ্টাব্দে সাম-দ্রুব-ত্সে নামক গুরুত্বপূর্ণ অঞ্চল অধিকার করেন। এরফলে রিং-স্পুংস-পা গ্ত্সাং অঞ্চলটি নিজেদের অধিকারে নিয়ে এসে মধ্য তিব্বতের নতুন রাজবংশরূপে উঠে আসে।[61]:৮৬,৮৭ রিং-স্পুংস-পা রাজবংশ নতুন শক্তিরূপে উঠে এলেও তাঁরা গ্রাগ্স-পা-'ব্যুং-গ্নাসকে ক্ষমতাচ্যূত করেননি, কিন্তু ফাগ-মো-গ্রু-পা রাজবংশের অধিকার শুধু পূর্ব মধ্য তিব্বতের দ্বুস অঞ্চলেই সীমাবদ্ধ রয়ে যায়। উভয় রাজবংশের পরবর্তী রাজারা নিজেদের মধ্যে বৈরীতা বজায় রাখেন। রিং-স্পুংস-পা রাজবংশের রাজা দোন-য়োদ-র্দো-র্জের রাজত্বে এই বিরোধ চরম আকার ধারণ করে। তিনি কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের সপ্তম র্গ্যাল-বা-কার্মা-পা ছোস-গ্রাগ্স-র্গ্যা-ম্ত্শোর পৃষ্ঠপোষক ছিলেন। ছোস-গ্রাগ্স-র্গ্যা-ম্ত্শোর অনুরোধে লাসা শহরের অদূরে দ্গে-লুগ্স ধর্মসম্প্রদায়ের প্রভাবাধীন এলাকায় বৌদ্ধবিহার নির্মাণের চেষ্টা করলে সেরা ও দ্রেপুং বৌদ্ধবিহারের দ্গে-লুগ্স ধর্মসম্প্রদায়ের বৌদ্ধরা এই নির্মাণ ভেঙ্গে দেন।[28]:২৭৭ এরফলে মধ্য তিব্বতে ধর্মীয় ও রাজনৈতিক একটি সংকট সৃষ্টি হয়।[64]:২২২-২২৫ ১৪৮০ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জে একটি বিশাল সৈন্যবাহিনীর সাহায্যে দ্বুস অঞ্চল আক্রমণ করেন। তিনি লাসা শহরের নিকটবর্তী ক্যিশোদ অঞ্চল আক্রমণ করে ফাগ-মো-গ্রু-পা রাজবংশের অষ্টম রাজা কুন-দ্গা'-লেগ্স-পার প্রভাবশালী মন্ত্রী কাঝিপা পরিবারের কোনছোক রিনছেনকে বিতাড়িত করেন। যদিও তিনি বেশ কিছু অঞ্চলকে রিং-স্পুংস-পা রাজবংশের অধীনে নিয়ে আসেন, তবুও দ্গা'-ল্দান বৌদ্ধবিহার লুঠ করার তাঁর প্রচেষ্টাকে প্রতিহত করা সম্ভব হয়।[16]:৮৭[28]:২৭৭[65]:৫০০ এই আক্রমণের পর ফাগ-মো-গ্রু-পা রাজ্যের মন্ত্রীরা পরামর্শ করে তাঁদের রাজা কুন-দ্গা'-লেগ্স-পাকে নির্বাসনে পাঠিয়ে ঙ্গাগ-গি-দ্বাং-পোকে পরবর্তী রাজা নির্বাচিত করেন। ঙ্গাগ-গি-দ্বাং-পোর রাজত্বকালে ১৪৮৫ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জে র্গ্যাল-র্ত্সে শহর আক্রমণ করে অধিকার করে নেন।[16]:৮৭[64]:২২৬ ১৪৯১ খ্রিষ্টাব্দেঙ্গাগ-গি-দ্বাং-পোর মৃত্যু হলে রিং-স্পুংস-পা রাজবংশের দ্বিতীয় রাজা কুন-তু-ব্জাং-পোর ভ্রাতা গ্ত্সো-স্ক্যেস-র্দো-র্জে ফাগ-মো-গ্রু-পা রাজ্যের উত্তরাধিকারী ঙ্গাগ-দ্বাং-ব্ক্রা-শিস-গ্রাগ্স-পার নাবালকত্বের সুযোগে রাজ্যের অভিভাবক হয়ে যান।[57]:৬৯৩ ১৪৯৮ খ্রিষ্টাব্দে লাসা শহরে বসবাসকারী কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের এক উচ্চপদস্থ বৌদ্ধকে হত্যা করা হলে দোন-য়োদ-র্দো-র্জে লাসা অবরোধ করেন। এই বছর থেকে প্রায় কুড়ি বছর কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের বৌদ্ধরা দ্গে-লুগস সম্প্রদায়ের বৌদ্ধদের লো-গ্সার বা তিব্বতী নববর্ষের দিনে উদযাপন করার জন্য স্মোন-লাম-ছেন-মো নামক উৎসব পালনে বাধা সৃষ্টি করে।[65]:৫০২ ১৪৯৯ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জের অনুমতিক্রমে ঙ্গাগ-দ্বাং-ব্ক্রা-শিস-গ্রাগ্স-পা ফাগ-মো-গ্রু-পা রাজবংশের পরবর্তী রাজা হিসেবে সিংহাসনে বসলে গ্ত্সো-স্ক্যেস-র্দো-র্জে অভিভাবকত্ব থেকে সরে আসেন। ১৫১০ খ্রিষ্টাব্দে গ্ত্সো-স্ক্যেস-র্দো-র্জের মৃত্যু হলে দোন-য়োদ-র্দো-র্জের সঙ্গে ঙ্গাগ-দ্বাং-ব্ক্রা-শিস-গ্রাগ্স-পার মধ্যে একটি সামরিক লড়াই শুরু হলেও দ্রুত তাঁদের মধ্যে মধ্যস্থতা হয়ে যায়। ১৫১২ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জের মৃত্যুর পর রিং-স্পুংস-পা রাজ্যের সামরিক ও রাজনৈতিক প্রভাব হ্রাস পেতে থাকে। ১৫১৫ খ্রিষ্টাব্দে ফাগ-মো-গ্রু-পা রাজবংশের সাথে পুনরায় বিরোধ শুরু হয়। রিং-স্পুংস-পা রাজবংশের অধীনে থাকা গ্যাখার্ত্সে তাঁদের আনুগত্য পাল্টে ফাগ-মো-গ্রু-পা রাজবংশের অধীনে চলে যায়।[64]:২৩১ লাসা থেকে রিং-স্পুংস-পার সৈন্যদল বিতাড়িত হয় এবং কুড়ি বছর পরে দ্গে-লুগস সম্প্রদায়ের বৌদ্ধদের স্মোন-লাম-ছেন-মো নামক উৎসব পালনের সুযোগ পান।[16]:৮৮[66]:৮৫ ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জে নামক রিং-স্পুংস-পা রাজবংশের এক আত্মীয় ও সাম-গ্রুব-ত্সে দুর্গের অধিপতি ১৫৫৭ খ্রিষ্টাব্দে রিং-স্পুংস-পা রাজবংশের বিরুদ্ধে বিদ্রোহ ঘোষণা করেন। ১৫৬৫ খ্রিষ্টাব্দে তিনি পানাম ল্হুনদ্রুপ ক্যুংত্সে অবরোধ করলে কুন-ম্খ্যেন-পাদ-মা-দ্কার-পো নামক 'ব্রুগ-পা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের চতুর্থ র্গ্যাল-দ্বাং-'ব্রুগ-পা উভয় পক্ষের মধ্যে মধ্যস্থতা করেন। কিন্তু ১৫৬৬ খ্রিষ্টাব্দে ন্যাংতোদ অঞ্চলে এক নতুন যুদ্ধের সূচনা হলে কুন-ম্খ্যেন-পাদ-মা-দ্কার-পোর মধ্যস্থতায় ঙ্গাগ-দ্বাং-'জিগ্স-মেদ-গ্রাগ্স-পা সমগ্র পানাম অঞ্চলটি ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জেকে সমর্পণ করে দিতে সম্মত হন। এরফলে রিং-স্পুংস-পা রাজবংশের প্রভাব মধ্য তিব্বত থেকে অন্তর্হিত হয় এবং ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জে গ্ত্সাং-পা রাজবংশ স্থাপন করে মধ্য তিব্বতের নতুন শক্তি হিসেবে উঠে আসেন।[28]:২৮০",কার কাছে  রিং-স্পুংস-পা রাজবংশের পতন ঘটে ?,ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জে,কুন-ম্খ্যেন-পাদ-মা-দ্কার-পোর কাছে।,yes
